,trustee,trial,inv,mult,ret,im,trustee_clust
1075,91,49,5,4,0,20,GR
1076,91,50,2,2,0,4,GR
1077,91,51,5,6,0,30,GR
1078,91,52,5,4,0,20,GR
1079,91,53,4,6,0,24,GR
1080,91,54,5,6,0,30,GR
1081,91,55,5,6,0,30,GR
1082,91,56,1,2,0,2,GR
1083,6,0,10,6,26,60,IA
1084,6,1,5,4,5,20,IA
1085,6,2,1,2,0,2,IA
1086,6,3,3,6,4,18,IA
1087,6,4,5,6,10,30,IA
1088,6,5,5,4,5,20,IA
1089,6,6,6,6,11,36,IA
1090,6,7,7,4,10,28,IA
1091,6,8,5,2,1,10,IA
1092,6,9,10,4,18,40,IA
1093,6,10,1,6,0,6,IA
1094,6,11,4,6,8,24,IA
1095,6,12,10,4,17,40,IA
1096,6,13,9,6,24,54,IA
1097,6,14,9,4,14,36,IA
1098,6,15,6,2,3,12,IA
1099,6,16,5,6,10,30,IA
1100,6,17,7,2,4,14,IA
1101,6,18,5,2,1,10,IA
1102,6,19,4,2,0,8,IA
1103,6,20,10,2,8,20,IA
1104,6,21,3,4,1,12,IA
1105,6,22,6,2,2,12,IA
1106,6,23,4,4,4,16,IA
1107,6,24,4,4,3,16,IA
1108,6,25,8,2,4,16,IA
1109,6,26,2,2,0,4,IA
1110,6,27,6,2,3,12,IA
1111,6,28,5,2,2,10,IA
1112,6,29,9,4,14,36,IA
1113,6,30,2,2,0,4,IA
1114,6,31,10,2,8,20,IA
1115,6,32,9,4,14,36,IA
1116,6,33,3,6,3,18,IA
1117,6,34,5,6,10,30,IA
1118,6,35,5,4,5,20,IA
1119,6,36,5,6,10,30,IA
1120,6,37,6,6,12,36,IA
1121,6,38,2,4,0,8,IA
1122,6,39,4,6,7,24,IA
1123,6,40,6,4,7,24,IA
1124,6,41,7,6,17,42,IA
1125,6,42,5,4,5,20,IA
1126,6,43,4,2,0,8,IA
1127,6,44,2,6,1,12,IA
1128,6,45,3,2,0,6,IA
1129,6,46,10,4,18,40,IA
1130,6,47,10,4,18,40,IA
1131,6,48,3,2,0,6,IA
1132,6,49,5,2,2,10,IA
1133,6,50,10,6,24,60,IA
1134,6,51,9,2,7,18,IA
1135,6,52,8,6,17,48,IA
1136,6,53,5,4,5,20,IA
1137,6,54,4,6,8,24,IA
1138,6,55,10,6,27,60,IA
1139,6,56,5,4,5,20,IA
